,user_id,username,bio,is_private,is_verified,is_professional_account,is_business_account,business_address,category_name,category_enum,url
0,64228608995,estrellafaunt,empty,False,False,False,False,,,,https://www.instagram.com/estrellafaunt/
1,6358508487,fearlesswithsam,"Michigan Living 🌆
Aquarius Babe ♒️
Shopping & Milkshake Dates",False,False,False,False,,,,https://www.instagram.com/fearlesswithsam/
2,3140833315,jodie.bruton,"ACM reporter
The Border Mail food writer
Material Girl columnist    
Pollywallystrudel blogger
One-time rouseabout
Hard cheese addict
Hygge champion",False,False,True,False,,Journalist,,https://www.instagram.com/jodie.bruton/
3,36995312,niteshparekh,🇫🇯 🇳🇿,False,False,False,False,,,,https://www.instagram.com/niteshparekh/
4,1698879753,kezab7128,empty,False,True,False,False,,,,https://www.instagram.com/kezab7128/
5,69460613967,ltsawodonga,"La Trobe Student Association ☀️
Albury-Wodonga Campus ✨
Funded by SSAF 🌿
#makingstudentlifebetter",False,False,True,True,,Education,EDUCATION_COMPANY,https://www.instagram.com/ltsawodonga/
6,44061758638,steph_summersofficial,"31 Years Old
Melbourne, Australia
RGLPS Former Student
Level 2 Autistic
Neurodiverse
WFNL Field Umpire
Actress
Musician
Dancer
Sexual Assault Survivor",True,False,False,False,,,,https://www.instagram.com/steph_summersofficial/
7,1103138930,nickdowlingwastaken,empty,True,False,False,False,,,,https://www.instagram.com/nickdowlingwastaken/
8,299772200,janefox363,empty,True,False,False,False,,,,https://www.instagram.com/janefox363/
9,8288229052,kerrie.ware,"Hello, I am a multimedia artist influenced by pattern, colour and texture. Work is available through on-line enquiries. Happy to hear from you. 🤗",False,False,True,False,,Artist,,https://www.instagram.com/kerrie.ware/
10,1941877277,galloway.erin,empty,False,False,False,False,,,,https://www.instagram.com/galloway.erin/
11,72985050446,getsocialtogether,"We handle your socials and all the sneaky behind the scenes pieces, so you can focus on being the boss you were born to be!",False,False,True,False,,Social Media Agency,,https://www.instagram.com/getsocialtogether/
12,1909816544,suse.campbell,empty,False,False,True,True,,Producer,PRODUCER,https://www.instagram.com/suse.campbell/
13,70286459770,lawrence_portsmouth,"I play for the Murray Magpies 
Support Collingwood
Goes to Indie School
Youth Volunteer at Retro
Works at Cats Pyjamas
Yorta Yorta Tribe 🖤💛❤️",True,False,False,False,,,,https://www.instagram.com/lawrence_portsmouth/
14,69101763232,wajapan2021,"SUSHI TAKEAWAY, MILK TEA BUBBLE TEA, FRIED FOOD",False,False,True,True,,Restaurant,,https://www.instagram.com/wajapan2021/
15,192170439,mahijeet,"Trying to be Human...!
🦘 NT Australia 🐊",True,False,False,False,,,,https://www.instagram.com/mahijeet/
16,67692544480,aiai697426329600,empty,True,False,False,False,,,,https://www.instagram.com/aiai697426329600/
17,3660914171,raju891,empty,True,False,False,False,,,,https://www.instagram.com/raju891/
18,56468959395,destinationstore.au,"A team of destination specialists setting new standards for destination branding, marketing and management.",False,False,True,True,,Marketing Agency,,https://www.instagram.com/destinationstore.au/
19,51101706168,rachtuck_,empty,True,False,False,False,,,,https://www.instagram.com/rachtuck_/
20,72727247778,fairyfrostandco,FAIRY FROST & CO | FAIRY FLOSS | SNOW CONES | SWEET TREATS I CREATOR of FLOSSYIMALS I ICEEYIMALS I POPPYIMALS I WINGS ON 🪽,False,False,True,False,,Entrepreneur,,https://www.instagram.com/fairyfrostandco/
21,2504395749,thehighside,empty,True,False,False,False,,,,https://www.instagram.com/thehighside/
22,72763256929,centacareswnsw.org.au,"🌿Helping you navigate life’s challenges with support, counselling & connection.💙 
📍 Wagga | Griffith | Albury | Mulwala #WereHereForYou",False,False,True,False,,Nonprofit organization,,https://www.instagram.com/centacareswnsw.org.au/
23,64913997057,crust_and_crumb_bakery_,Crust & Crumb Bakery specialise in Sourdough and pastries using Australian Certified Organic Flour,False,False,True,True,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Bakery,BAKERY,https://www.instagram.com/crust_and_crumb_bakery_/
24,7165463854,vikrant.thakur.790,No comment,False,False,True,True,,Video creator,,https://www.instagram.com/vikrant.thakur.790/
25,74262572245,wodonga.skier.tree.supply,"WhatsApp: +64 21 116 1800
Tel_gram: @Sniffdove1_YayoPlug
@SodalceMelt4",False,False,False,False,,,,https://www.instagram.com/wodonga.skier.tree.supply/
26,74815553390,splitters_creek_vineyard,"We are a small winery only 10 minutes from Albury with breathtaking views and lots of space
We are kid and pet friendly
We host weddings and functions",False,False,True,True,,Product/service,,https://www.instagram.com/splitters_creek_vineyard/
27,342641246,justjessmae,"Queer 🌈  Feminist 💪 Word lover 📖
All the things. Many, many things. 
Oh and Human Design Nerd (Manifestor here hi👋).",False,False,False,False,,,,https://www.instagram.com/justjessmae/
28,1546370534,maryla_ade,"All things speech 🗣️
The human behind:
🏃‍♀️ @geelongathletics 
🐾 @leo_owen_adventures",True,False,False,False,,,,https://www.instagram.com/maryla_ade/
29,51646354547,swanny__09,empty,True,False,False,False,,,,https://www.instagram.com/swanny__09/
30,8092154142,mazzaphillip,empty,False,False,False,False,,,,https://www.instagram.com/mazzaphillip/
31,1480858443,violets_and_lulubells,Wiradyuri country,True,False,False,False,,,,https://www.instagram.com/violets_and_lulubells/
32,4313392975,posies_mum,🧿,True,False,False,False,,,,https://www.instagram.com/posies_mum/
33,1465415750,michelleivy123,empty,True,False,False,False,,,,https://www.instagram.com/michelleivy123/
34,3832251,liz_510,empty,True,False,False,False,,,,https://www.instagram.com/liz_510/
35,15850630401,markbartleson3,Nothing.,True,False,False,False,,,,https://www.instagram.com/markbartleson3/
36,4609864540,d_ploger,empty,True,False,False,False,,,,https://www.instagram.com/d_ploger/
37,1647846630,dazzarel15,empty,True,False,False,False,,,,https://www.instagram.com/dazzarel15/
38,64748650817,benfoley48,empty,True,False,False,False,,,,https://www.instagram.com/benfoley48/
39,3232233597,patricksadler_,@patsadlerdraws,True,False,False,False,,,,https://www.instagram.com/patricksadler_/
40,27131267,me.a.gann,Crunk as Funk.,True,False,False,False,,,,https://www.instagram.com/me.a.gann/
41,49697795686,br_ad6912,Love travelling,True,False,False,False,,,,https://www.instagram.com/br_ad6912/
42,69457523620,russell.maltby,empty,False,False,False,False,,,,https://www.instagram.com/russell.maltby/
43,1679678877,leesaxlu,empty,False,False,False,False,,,,https://www.instagram.com/leesaxlu/
44,4071508067,blakedudderidge,Die on your feet then live a life on your knees,False,False,False,False,,,,https://www.instagram.com/blakedudderidge/
45,45239761814,madelineeleni,Count it all JOY ☀️,True,False,False,False,,,,https://www.instagram.com/madelineeleni/
46,564577510,groberts521,empty,False,False,False,False,,,,https://www.instagram.com/groberts521/
47,358431281,jmrosalinda,empty,True,False,False,False,,,,https://www.instagram.com/jmrosalinda/
48,1833054718,mat.rovc,🦘🦘🦘,True,False,False,False,,,,https://www.instagram.com/mat.rovc/
49,545083787,jdargielee,empty,True,False,False,False,,,,https://www.instagram.com/jdargielee/
50,5671106,melissakattard,Matthew + Nash + Mack + Madden 💙,True,False,False,False,,,,https://www.instagram.com/melissakattard/
51,55553903135,bellevue.clinic,in_progress,False,False,,,,,,https://www.instagram.com/bellevue.clinic/
52,411119696,niyalexander,Knowledge is powder,False,False,False,False,,,,https://www.instagram.com/niyalexander/
53,1786350652,au_rs,SABR🙏🏻SHUKAR🙏🏻,True,False,False,False,,,,https://www.instagram.com/au_rs/
54,882479432,areseadee,Wurundjeri Woi Wurrung Country,False,False,True,False,,Artist,,https://www.instagram.com/areseadee/
55,7850542278,mickmarasco,empty,True,False,False,False,,,,https://www.instagram.com/mickmarasco/
56,71556109798,yum_yumcuisine,empty,False,False,True,True,,Restaurant,,https://www.instagram.com/yum_yumcuisine/
57,71099690549,unary.com.au,Let’s craft your narrative together. 📍 in Wiradjuri country serving Australia wide.,False,True,True,True,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Marketing Agency,MARKETING_AGENCY,https://www.instagram.com/unary.com.au/
58,62343055453,goplaces_01,empty,True,False,False,False,,,,https://www.instagram.com/goplaces_01/
59,73525178623,write_the_damn_truth,"Cut the fluff. Spill your guts.
Daily journal prompts that hit deep. 
You in or what? 🔥",False,False,False,False,,,,https://www.instagram.com/write_the_damn_truth/
60,21958490703,ashleemedaris,"•Port Stephens 
•Nineteen
@_ash_privvvv_",True,False,False,False,,,,https://www.instagram.com/ashleemedaris/
61,3203957031,nehma_vitols,New collection coming soon. |📍 Wiradjuri Country,False,True,True,False,,Artist,,https://www.instagram.com/nehma_vitols/
62,10006777212,trudee_enders,empty,True,False,False,False,,,,https://www.instagram.com/trudee_enders/
63,1387472539,raj.mehra0007,"An Engineer 👨‍💻 by profession
A Photographer 🎥
In my own words photography means “ In every next blink of an eye 👁 there is a frame 🖼 to be captured”",False,False,False,False,,,,https://www.instagram.com/raj.mehra0007/
64,215328908,nic_wikitiki,empty,True,False,False,False,,,,https://www.instagram.com/nic_wikitiki/
65,47475901448,neldermead1,empty,True,False,False,False,,,,https://www.instagram.com/neldermead1/
66,8592286794,ashyk84,empty,True,False,False,False,,,,https://www.instagram.com/ashyk84/
67,6229097,annalouisem._,empty,True,False,False,False,,,,https://www.instagram.com/annalouisem._/
68,186097712,pherbb_,🎤🥁⚽️🌎🌴,True,False,False,False,,,,https://www.instagram.com/pherbb_/
69,48890642149,rrash_.2,"- canberra, 🇦🇺
🏌🏻‍♂️",True,False,False,False,,,,https://www.instagram.com/rrash_.2/
70,41873944863,spliceofvictoria,"✺ cinematic visuals | drone + lens
⚲ vic high country",False,False,True,True,,Photography Videography,,https://www.instagram.com/spliceofvictoria/
